" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","295.1924324625"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"59","23880","-1104.6571563382","0.0039694926","0.3644953979","0.7032135775","482.5720557572","297.5738013470","184.9982544102","172.3797950859","235.0761995376","-62.6964044516","-68.6794301790","5.9830257273","151.0693439466","104.3776247593","-20.3707691683","-180.9587940857","160.5880249175","5.1461227699","12.4741000184","133.4464840246","0.0026371337","0.0000000000"
"60","12426","-1104.6616389014","0.0039517389","0.3684471369","0.7058859111","482.5747280908","296.9560382088","185.6186898820","171.7620319477","235.2941251314","-63.5320931837","-69.5065051261","5.9744119424","150.9768002198","105.4022966041","-21.0849716925","-181.2197805211","160.1348088287","5.0796926944","12.1554716947","133.7408682531","0.0007675775","0.0000000000"
"61","7899","-1104.6700425818","0.0039186689","0.3723658058","0.7108958654","482.5797380452","297.1260899087","185.4536481365","171.9320836476","237.1258273686","-65.1937437211","-71.2240083350","6.0302646139","150.1890715037","107.6504183392","-20.7136624743","-181.2058675021","160.4922050278","5.0940864021","12.2621530084","132.8322685870","0.0005635062","0.0000000000"
"62","24561","-1104.6831035094","0.0038678203","0.3762336261","0.7186822933","482.5875244730","297.9957427231","184.5917817499","172.8017364620","237.9391799785","-65.1374435165","-71.1808587148","6.0434151983","150.4850093638","107.9750093074","-20.5208386926","-180.7346155104","160.2137768178","5.1285856585","12.5280475857","132.8259961740","0.0023799456","0.0000000000"
"63","22309","-1104.6968845621","0.0038148833","0.3800485093","0.7268980323","482.5957402121","298.7533023957","183.8424378164","173.5592961346","236.9252106823","-63.3659145477","-69.4300035455","6.0640889978","150.5218189287","108.8975352032","-22.4941434496","-180.3214685812","157.8273251316","5.0853706425","13.4827596276","131.8825809316","0.0711077269","0.0000000000"
"64","19150","-1104.7024978573","0.0037935292","0.3838420385","0.7302444653","482.5990866450","297.3269499749","185.2721366701","172.1329437138","237.6154928742","-65.4825491604","-71.4924239351","6.0098747747","150.4114689162","108.1838551402","-20.9798311821","-180.8520357179","159.8722045358","5.0664379328","12.1926420460","133.1518934057","0.0004955316","0.0000000000"
"65","9886","-1104.7039352369","0.0037880803","0.3876301189","0.7311013763","482.5999435560","298.9109886933","183.6889548627","173.7169824322","238.8340177983","-65.1170353661","-71.0941696270","5.9771342609","150.4664752846","109.6816403234","-21.3140978097","-179.7312652854","158.4171674757","5.0675020703","12.6743278331","132.7082574078","0.0163879734","0.0000000000"
"66","26023","-1104.7081201966","0.0037722605","0.3914023794","0.7335962899","482.6024384697","297.5569220968","185.0455163729","172.3629158357","234.8356377428","-62.4727219071","-68.4987580742","6.0260361671","151.7053834913","103.3459959734","-20.2157417220","-181.9423217475","161.7265800255","5.2054304871","12.2528223077","134.2451714559","0.0019592406","0.0000000000"
"67","17314","-1104.7199528237","0.0037278878","0.3951302672","0.7406504518","482.6094926315","297.9168302892","184.6926623423","172.7228240281","237.1123293356","-64.3895053075","-70.4271035837","6.0375982762","150.1832456733","107.2970872061","-20.3680035438","-181.2462319066","160.8782283628","5.1588520568","12.7685360246","132.2524276915","0.0034299004","0.0000000000"
"68","23994","-1104.7255416446","0.0037071114","0.3988373786","0.7439822941","482.6128244738","298.1822334539","184.4305910199","172.9882271928","235.1933558148","-62.2051286220","-68.2159972301","6.0108686081","152.0268173955","104.0954282404","-20.9288898210","-180.5562242394","159.6273344184","5.0983927955","12.6137419711","134.3108499093","0.0038327196","0.0000000000"
"69","15259","-1104.7279133162","0.0036983298","0.4025357084","0.7453961944","482.6142383741","297.2675327189","185.3467056552","172.0735264578","237.7997671872","-65.7262407294","-71.7493158016","6.0230750722","150.0784480792","108.3996252662","-20.6783061582","-180.9565541067","160.2782479485","5.0941222130","12.2784602270","132.7052955633","0.0005700758","0.0000000000"
"70","23885","-1104.7317011038","0.0036843478","0.4062200562","0.7476543292","482.6164965089","297.9629396836","184.6535568253","172.7689334225","237.9708187857","-65.2018853631","-71.2351042235","6.0332188604","150.5938665697","107.8842450238","-20.5072928078","-180.8090576441","160.3017648363","5.1350416120","12.6608957832","132.7948861377","0.0030430367","0.0000000000"
"71","21790","-1104.7359747215","0.0036686359","0.4098886921","0.7502020974","482.6190442771","297.9998439135","184.6192003636","172.8058376524","237.9094095727","-65.1035719203","-71.1303005957","6.0267286754","150.5633336766","107.8478135128","-20.5017376167","-180.8303694120","160.3286317953","5.1367401690","12.6643903402","132.7591695725","0.0030335949","0.0000000000"
"72","14338","-1104.7387292665","0.0036585444","0.4135472364","0.7518442523","482.6206864320","297.8953634552","184.7253229768","172.7013571941","238.0488954880","-65.3475382939","-71.3867345875","6.0391962936","150.1900431982","108.1801521893","-20.3212998994","-181.1773469139","160.8560470145","5.1604848335","12.7646826793","132.2614488412","0.0034268441","0.0000000000"
"73","16636","-1104.7537065723","0.0036041575","0.4171513940","0.7607731519","482.6296153316","296.9572935638","185.6723217678","171.7632873027","236.4687970089","-64.7055097061","-70.7476451762","6.0421354701","150.0456677316","106.7758217631","-20.3526924858","-181.3796066981","161.0269142123","5.1263248240","12.4083999286","132.5098894072","0.0010535718","0.0000000000"
"74","19515","-1104.7622157127","0.0035736194","0.4207250133","0.7658459775","482.6346881572","297.7190623020","184.9156258552","172.5250560409","234.9556943691","-62.4306038111","-68.4267040456","5.9961002345","151.5878971177","103.4214598858","-20.0536626344","-179.7947364171","159.7410737827","5.1148472677","11.9822411652","134.4906068446","0.0002018403","0.0000000000"
"75","24247","-1104.7649502793","0.0035638604","0.4242888738","0.7674762220","482.6363184017","298.0945997097","184.5417186920","172.9005934486","237.2811436200","-64.3805501715","-70.4027259852","6.0221758137","150.3792183619","107.5006080524","-20.5986827942","-180.8659438345","160.2672610403","5.1318805911","12.6803522630","132.5638511066","0.0031344011","0.0000000000"
"76","14034","-1104.7724374395","0.0035372769","0.4278261506","0.7719397819","482.6407819616","297.8880627991","184.7527191625","172.6940565380","237.7410847204","-65.0470281824","-71.1135660661","6.0665378836","150.8166092182","109.9972598715","-23.0727843692","-181.9991407477","158.9263563785","4.9929328667","12.5061866678","133.3075130177","0.0099766660","0.0000000000"
"77","19568","-1104.7780729027","0.0035173987","0.4313435494","0.7752994305","482.6441416102","299.2173581930","183.4267834172","174.0233519320","241.1084260920","-67.0850741600","-73.0961153225","6.0110411625","150.6444312945","114.3795326204","-23.9155378229","-180.0148976477","156.0993598247","4.7966443872","11.8404164774","133.9921067478","0.0152636821","0.0000000000"
"78","14075","-1104.7944301489","0.0034603318","0.4348038811","0.7850509981","482.6538931778","298.7449518255","183.9089413523","173.5509455644","240.5664304805","-67.0154849161","-73.0339510656","6.0184661495","150.2111839565","112.4313616446","-22.0761151206","-179.2588194883","157.1827043678","4.9316369729","12.5133200599","132.7658896131","0.0003373106","0.0000000000"
"79","5046","-1104.8006534750","0.0034388639","0.4382427450","0.7887611082","482.6576032879","297.7506791657","184.9069241222","172.5566729046","236.8421188600","-64.2854459555","-70.3211732727","6.0357273173","150.3763911513","106.2950408151","-19.8293131063","-180.6288494612","160.7995363549","5.1480964765","12.1972094376","133.0308995126","0.0001857247","0.0000000000"
"80","17086","-1104.8062778976","0.0034195765","0.4416623216","0.7921141749","482.6609563546","297.1746966659","185.4862596887","171.9806904048","236.6707163487","-64.6900259439","-70.7108223891","6.0207964452","150.2399251498","107.0683257568","-20.6375345579","-181.0450637427","160.4075291848","5.0956427193","12.3391554854","132.8041714296","0.0009555156","0.0000000000"
"81","12096","-1104.8088342996","0.0034108459","0.4450731675","0.7936382044","482.6624803841","297.9355835039","184.7268968802","172.7415772428","237.0087979562","-64.2672207135","-70.3163627781","6.0491420646","150.5696889144","106.5332708299","-20.0941617880","-180.2690116898","160.1748499017","5.1168780601","12.1330011679","133.3196470249","0.0001626614","0.0000000000"
"82","24705","-1104.8434814731","0.0032946935","0.4483678610","0.8142935304","482.6831357101","298.2543391145","184.4287965957","173.0603328534","242.0278636736","-68.9675308202","-74.9760052637","6.0084744436","149.8872085979","115.4533115105","-23.3126564349","-182.0202369070","158.7075804722","4.9757991567","12.4676266199","132.4337881415","0.0099946798","0.0000000000"
"83","19806","-1104.8468100849","0.0032837450","0.4516516060","0.8162779221","482.6851201018","297.1559231133","185.5291969885","171.9619168522","237.0970989902","-65.1351821380","-71.1660956167","6.0309134787","150.3961525571","107.2981885466","-20.5972421135","-180.9503955015","160.3531533880","5.0979544270","12.3650809337","132.9320812698","0.0010359266","0.0000000000"
"84","22057","-1104.8498389876","0.0032738139","0.4549254199","0.8180836385","482.6869258182","299.0572706846","183.6296551337","173.8632644235","240.6255746751","-66.7623102516","-72.7713768398","6.0090665881","150.4644157871","113.7352439690","-23.5740850809","-180.4075763237","156.8334912428","4.8345223023","11.9438991168","133.6697902665","0.0162041015","0.0000000000"
"85","23940","-1104.8570895719","0.0032501627","0.4581755826","0.8224061609","482.6912483406","298.0421776376","184.6490707030","172.8481713766","235.5304049904","-62.6822336139","-68.6624959914","5.9802623775","151.7276763319","104.4563559124","-20.6536272539","-180.4247572242","159.7711299704","5.1173631727","12.4365428535","134.1707501047","0.0030202010","0.0000000000"
"86","19399","-1104.8582638505","0.0032463483","0.4614219309","0.8231062211","482.6919484008","298.3676168874","184.3243315134","173.1736106263","237.9218827306","-64.7482721043","-70.7475941579","5.9993220536","150.8319986416","109.0821322782","-21.9922481892","-179.3379624531","157.3457142639","4.9472300515","12.5669479099","133.3170637264","0.0007569537","0.0000000000"
"87","14481","-1104.8610504455","0.0032373147","0.4646592455","0.8247674830","482.6936096627","297.6214351265","185.0721745362","172.4274288654","238.1893843986","-65.7619555332","-71.8047562535","6.0428007203","150.6156100007","108.2563694089","-20.6825950109","-180.2919703830","159.6093753720","5.0764942727","12.2109493753","133.3278422811","0.0003240715","0.0000000000"
"88","18999","-1104.8692300779","0.0032109426","0.4678701882","0.8296438685","482.6984860482","298.5563740313","184.1421120168","173.3623677703","238.5687370866","-65.2063693163","-71.2380987947","6.0317294784","151.0076747502","108.4407230580","-20.8796607215","-180.2386781585","159.3590174370","5.0921397304","12.5303874255","133.3827238812","0.0024237131","0.0000000000"
"89","16653","-1104.8749770796","0.0031925423","0.4710627304","0.8330700121","482.7019121918","298.6619044298","184.0400077620","173.4678981687","238.7511512392","-65.2832530705","-71.2879689183","6.0047158479","151.3680181922","109.5462036818","-22.1630706348","-178.7704013494","156.6073307146","4.9112124989","12.4992400597","133.9569933218","0.0005723119","0.0000000000"
"90","3122","-1104.8773361143","0.0031850198","0.4742477502","0.8344763788","482.7033185585","297.1185236703","185.5847948882","171.9245174093","234.2616720789","-62.3371546696","-68.3701026016","6.0329479320","150.8604074134","103.1837068153","-19.7824421498","-180.5566123237","160.7741701739","5.1352645167","12.1089602853","133.6159599794","0.0002226320","0.0000000000"
"91","14796","-1104.8832348163","0.0031662876","0.4774140379","0.8379929604","482.7068351401","298.2324865329","184.4743486072","173.0384802718","238.3793401358","-65.3408598640","-71.3763274873","6.0354676233","151.0922140793","107.8692414876","-20.5821154311","-180.7288042334","160.1466888023","5.1333106600","12.7133624563","133.2420718053","0.0034691577","0.0000000000"
"92","6177","-1104.8864073095","0.0031562585","0.4805702964","0.8398842800","482.7087264598","297.0005109091","185.7082155506","171.8065046480","237.1850415301","-65.3785368821","-71.4245490060","6.0460121239","150.2035664587","107.2901357484","-20.3086606770","-181.2726416868","160.9639810098","5.1282536090","12.4322941922","132.6419062717","0.0011123859","0.0000000000"
"93","11244","-1104.8984316790","0.0031185338","0.4836888302","0.8470527514","482.7158949312","298.8425332206","183.8733617106","173.6485269595","240.0235851691","-66.3714400721","-72.3993647516","6.0279246794","150.2496561032","112.8394737254","-23.0655446595","-180.7188117688","157.6532671092","4.8828249561","12.1019809677","133.2483820544","0.0164681251","0.0000000000"
"94","16493","-1104.9009139992","0.0031108022","0.4867996323","0.8485326163","482.7173747960","299.1202894480","183.5970853480","173.9262831870","239.8153214727","-65.8890382858","-71.8929509121","6.0039126263","151.6493317158","110.7527390363","-22.5867492794","-179.6562468167","157.0694975373","4.9480638922","12.7065712186","133.9906595931","0.0040370119","0.0000000000"
"95","14522","-1104.9061366645","0.0030945978","0.4898942302","0.8516461705","482.7204883503","297.4526500235","185.2678383267","172.2586437624","235.2464833375","-62.9878395751","-68.9589093261","5.9710697510","151.6427004470","104.5169227169","-20.9131398263","-180.1119954826","159.1988556562","5.0542955926","12.1198058252","134.4679906364","0.0006083927","0.0000000000"
"96","14638","-1104.9160796130","0.0030639809","0.4929582110","0.8575737779","482.7264159576","297.2952841810","185.4311317766","172.1012779199","237.2738528705","-65.1725749506","-71.1337915841","5.9612166335","151.4903397928","106.7430370687","-20.9595239910","-180.3981891172","159.4386651263","5.0839423035","12.1642538134","134.2410435172","0.0011001587","0.0000000000"
"97","12396","-1104.9205954006","0.0030501758","0.4960083868","0.8602659186","482.7291080983","297.3394530581","185.3896550403","172.1454467970","234.4898600085","-62.3444132116","-68.3642694345","6.0198562229","151.0451123802","103.4797200459","-20.0349724176","-180.1651403020","160.1301678844","5.1041869476","12.0396141720","133.9011139926","0.0001972681","0.0000000000"
"98","19832","-1104.9246431651","0.0030378543","0.4990462412","0.8626790417","482.7315212214","298.3085601115","184.4229611100","173.1145538504","240.0565818978","-66.9420280474","-72.9451791931","6.0031511457","151.2366770811","112.4190161523","-23.5991113355","-181.3817427482","157.7826314127","4.9495067207","12.3451420341","133.9319707674","0.0100575589","0.0000000000"
"99","16517","-1104.9284582176","0.0030262869","0.5020725280","0.8649534308","482.7337956105","297.1830492374","185.5507463731","171.9890429763","235.0439634954","-63.0590602369","-69.0634982053","6.0044379684","151.3019075345","104.2985795448","-20.5565235839","-180.4333181161","159.8767945322","5.0961818396","12.2733071584","133.9314543162","0.0009642203","0.0000000000"
"100","14135","-1104.9338236289","0.0030100931","0.5050826211","0.8681520847","482.7369942645","298.6240509100","184.1129433544","173.4300446489","240.2174092656","-66.7873646167","-72.8203703734","6.0330057566","150.0084723018","111.9205299882","-21.7115930243","-179.5567895586","157.8451965343","4.9692032348","12.6377652711","132.4011074255","0.0003963704","0.0000000000"
"101","15367","-1104.9374359920","0.0029992391","0.5080818602","0.8703056382","482.7391478179","297.0169970872","185.7221507307","171.8229908261","236.9157165294","-65.0927257033","-71.1606288676","6.0679031643","150.1763278461","107.0420229878","-20.3026343045","-181.2912839929","160.9886496884","5.1303507432","12.4347593281","132.6100597347","0.0011580400","0.0000000000"
"102","9131","-1104.9381831760","0.0029969990","0.5110788592","0.8707510808","482.7395932606","297.4020517003","185.3375415603","172.2080454392","235.3058043002","-63.0977588610","-69.0912851219","5.9935262609","151.5562787466","104.7342608608","-20.9847353072","-180.0688999095","159.0841646023","5.0527314515","12.2074786988","134.2950130586","0.0010555376","0.0000000000"
"103","11971","-1104.9433604147","0.0029815229","0.5140603821","0.8738375534","482.7426797331","297.8698848462","184.8727948869","172.6758785852","238.7162944260","-66.0373327723","-72.0685371216","6.0312043493","150.8376059031","108.8156858279","-20.9369973050","-179.9012188772","158.9642215722","5.0480186350","12.1396301426","133.6496896544","0.0002674711","0.0000000000"
"104","24236","-1104.9472034804","0.0029700867","0.5170304688","0.8761286429","482.7449708227","297.7777911625","184.9671796602","172.5837849014","235.2360777103","-62.6522928089","-68.7068597620","6.0545669531","151.0946023992","104.1840062087","-20.0425308976","-180.8163820447","160.7738511472","5.1543910511","12.4169907863","133.5215491794","0.0016713823","0.0000000000"
"105","21918","-1104.9526840124","0.0029538536","0.5199843223","0.8793959275","482.7482381072","298.1764318907","184.5718062165","172.9824256296","241.4594131632","-68.4769875335","-74.5077040025","6.0307164689","150.0284610059","114.6827687096","-23.2518165523","-182.1818991551","158.9300826029","4.9899434440","12.5195921498","132.5086993506","0.0102260615","0.0000000000"
"106","11665","-1104.9555576067","0.0029453776","0.5229296999","0.8811090551","482.7499512348","297.9199247876","184.8300264472","172.7259185265","240.2843325595","-67.5584140330","-73.6201600091","6.0617459761","149.7793690907","113.3910309821","-22.8860675133","-182.4532513573","159.5671838441","5.0245017746","12.6546510097","132.0899499255","0.0102663808","0.0000000000"
"107","15678","-1104.9597223124","0.0029331364","0.5258628364","0.8835918940","482.7524340737","297.0837663784","185.6686676954","171.8897601173","234.1494247141","-62.2596645968","-68.2847608803","6.0250962835","151.1241073038","103.4944434691","-20.4691260588","-180.8492071676","160.3800811087","5.1027445375","12.3001702754","133.7200776114","0.0011148795","0.0000000000"
"108","19394","-1104.9669628229","0.0029119757","0.5287748121","0.8879084108","482.7567505905","297.3745729536","185.3821776369","172.1805666925","237.5868145656","-65.4062478731","-71.3885545535","5.9823066805","150.4750051168","108.0802402597","-20.9684308110","-180.8708108554","159.9023800445","5.0822052082","12.2586025062","133.1335321316","0.0006652707","0.0000000000"
"109","24506","-1104.9741767439","0.0028910446","0.5316658567","0.8922090759","482.7610512556","297.9530939290","184.8079573266","172.7590876679","237.4531867321","-64.6940990642","-70.7299282822","6.0358292180","150.7714306183","109.8665051330","-23.1847490192","-182.1083439203","158.9235949011","4.9979365466","12.5664152114","133.1964173865","0.0106614739","0.0000000000"
"110","11997","-1104.9856485846","0.0028580685","0.5345239251","0.8990481506","482.7678903303","298.5269809716","184.2409093588","173.3329747105","238.2420774067","-64.9091026962","-70.9074349771","5.9983322808","151.1594757393","108.8384707036","-21.7558690362","-179.0483735411","157.2925045050","4.9511423002","12.6231448312","133.5845535548","0.0006350530","0.0000000000"
"111","11703","-1104.9894467786","0.0028472336","0.5373711587","0.9013124893","482.7701546690","298.3554221212","184.4147325478","173.1614158601","237.3428128927","-64.1813970325","-70.1561227036","5.9747256710","150.8131431373","108.6114815115","-22.0818117561","-179.3985688086","157.3167570525","4.9402465709","12.5833665116","133.2883118523","0.0012182025","0.0000000000"
"112","19818","-1105.0039637267","0.0028061990","0.5401773577","0.9099669412","482.7788091209","297.2423547811","185.5364543398","172.0483485200","237.2026799207","-65.1543314007","-71.1929037306","6.0385723299","150.3732551039","107.4145101168","-20.5850853000","-180.9574898013","160.3724045013","5.0997472432","12.3652511970","132.9072051308","0.0010515329","0.0000000000"
"113","24006","-1105.0291904176","0.0027362933","0.5429136510","0.9250061340","482.7938483137","297.4294947838","185.3643535299","172.2354885228","238.1896007956","-65.9554077173","-71.9820951137","6.0266873964","150.5743260971","108.5351857271","-20.9199110285","-180.7196236192","159.7997125907","5.0846106087","12.2677445215","133.2212592415","0.0007117254","0.0000000000"
"114","21433","-1105.0378811775","0.0027126159","0.5456262669","0.9301872342","482.7990294140","297.3022235665","185.4968058475","172.1082173054","234.6368503666","-62.5286330611","-68.5167178855","5.9880848243","151.3179079883","104.0354825689","-20.7165401906","-180.3966241455","159.6800839549","5.0769258481","12.2734604722","133.9662838065","0.0012378615","0.0000000000"
"115","25412","-1105.0444218115","0.0026949316","0.5483211985","0.9340865113","482.8029286910","297.1356187036","185.6673099874","171.9416124425","237.3915138603","-65.4499014178","-71.5000114906","6.0501100728","149.9745117228","107.7362225510","-20.3192204135","-181.2091617984","160.8899413849","5.1278320856","12.4404894471","132.4050357216","0.0011544685","0.0000000000"
"116","3089","-1105.0462751607","0.0026899415","0.5510111401","0.9351914075","482.8040335872","297.8733406677","184.9306929196","172.6793344066","237.5138111512","-64.8344767446","-70.8935858952","6.0591091506","150.3696807792","107.0733488682","-19.9292184962","-180.8009652700","160.8717467738","5.1470478561","12.2565471089","132.9658660938","0.0002197204","0.0000000000"
"117","24351","-1105.0661813320","0.0026369245","0.5536480646","0.9470587091","482.8159008888","297.7783424336","185.0375584552","172.5843361725","238.7867700444","-66.2024338719","-72.2099751327","6.0075412608","151.1191321969","108.6265676160","-20.9589297686","-179.9891049645","159.0301751959","5.0549178624","12.2294835104","133.8342424957","0.0004883285","0.0000000000"
"118","14487","-1105.0775659095","0.0026070745","0.5562551391","0.9538457609","482.8226879406","297.8476809550","184.9750069856","172.6536746939","236.5122188514","-63.8585441575","-69.8611976524","6.0026534949","150.5272596250","106.0565275760","-20.0715683496","-180.5281885708","160.4566202212","5.1356281632","12.0413500123","133.3501372069","0.0001442426","0.0000000000"
"119","16808","-1105.0940253298","0.0025645148","0.5588196539","0.9636582407","482.8325004204","298.0988009153","184.7336995051","172.9047946542","241.1191369527","-68.2143422984","-74.2619786315","6.0476363331","149.6440852843","114.4256973463","-22.9506456780","-182.3287480622","159.3781023842","5.0110975872","12.6126989811","132.0102667164","0.0100219996","0.0000000000"
"120","22244","-1105.0997861134","0.0025497836","0.5613694375","0.9670926006","482.8359347803","298.7204557352","184.1154790452","173.5264494741","237.7044121755","-64.1779627014","-70.1614328569","5.9834701555","151.3856605628","108.5288588756","-22.2101072630","-180.5383824116","158.3282751487","4.9908886162","12.9778878790","133.4121977085","0.0046863591","0.0000000000"
