" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","298.1615549226"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"740","23210","-1253.3388109378","0.0000815053","0.9871942443","3.7998558301","569.4403208096","367.4557317584","201.9845890512","233.3192964786","319.3567021679","-86.0374056893","-92.5157949243","6.4783892350","147.1416028324","195.5587784832","-23.3436791476","-173.4376659832","150.0939868356","4.4867582219","10.1863454823","132.4684991282","0.0000000000","0.0000000000"
"741","5046","-1253.3393682828","0.0000814599","0.9872757041","3.8001880980","569.4406530774","366.6287257527","202.8119273247","232.4922904730","322.5604146055","-90.0681241324","-96.3015297543","6.2334056219","146.5435285729","204.0090893511","-27.9922033186","-179.6270256366","151.6348223181","4.2987131349","9.8989577470","132.3458576910","0.0000000000","0.0000000000"
"742","7864","-1253.3412358237","0.0000813079","0.9873570120","3.8013014548","569.4417664342","365.3107988301","204.1309676041","231.1743635503","296.5553985248","-65.3810349744","-71.3364117792","5.9553768047","150.6249888264","172.8184971133","-26.8880874149","-180.9709431512","154.0828557363","4.2594138564","9.6829912371","136.6825837329","0.0000000000","0.0000000000"
"743","20216","-1253.3450289826","0.0000810000","0.9874380121","3.8035627917","569.4440277712","368.0553270419","201.3887007293","233.9188917622","323.3848919010","-89.4660001388","-95.7451083238","6.2791081850","146.4067753634","203.3848599480","-26.4067434104","-177.6826039304","151.2758605200","4.4353328763","10.6394252532","131.3320172339","0.0000000000","0.0000000000"
"744","13001","-1253.3545213950","0.0000802348","0.9875182469","3.8092218067","569.4496867861","367.3771221342","202.0725646519","233.2406868545","321.8339324330","-88.5932455785","-94.8300400746","6.2367944961","146.3350760650","203.8178820358","-28.3190256678","-179.3072517638","150.9882260960","4.3004065302","9.9371471957","132.0975223391","0.0000000000","0.0000000000"
"745","29766","-1253.3576062237","0.0000799877","0.9875982345","3.8110608641","569.4515258436","363.2147379076","206.2367879360","229.0783026279","296.3345823625","-67.2562797346","-73.2545784428","5.9982987082","147.4509765267","175.1325130524","-26.2489072167","-183.7025719983","157.4536647817","4.4060460528","10.5360059697","132.5089245042","0.0000000000","0.0000000000"
"746","28400","-1253.3581594370","0.0000799434","0.9876781780","3.8113906688","569.4518556483","364.2053873381","205.2464683102","230.0689520583","298.6583685308","-68.5873320325","-74.5456661560","5.9583341235","147.8999922898","179.3575731502","-28.5991969092","-184.6492585380","156.0500616288","4.4265788080","10.0813704139","133.3920430679","0.0000000000","0.0000000000"
"747","22642","-1253.3612159101","0.0000796995","0.9877578774","3.8132128217","569.4536778012","367.9848592793","201.4688185219","233.8484239996","322.2255470003","-88.3771230007","-94.6590888836","6.2819658829","146.4241158335","202.2158168126","-26.4143856458","-177.8595257355","151.4451400897","4.4415566278","10.6358920465","131.3466671592","0.0000000000","0.0000000000"
"748","13110","-1253.3639721365","0.0000794801","0.9878373575","3.8148559790","569.4553209584","364.7568852340","204.6984357244","230.6204499543","299.4392030761","-68.8187531219","-74.9576193466","6.1388662248","147.4456270883","176.1279796120","-24.1344036242","-179.9266798375","155.7922762133","4.5673090418","10.8671946008","132.0111234457","0.0000000000","0.0000000000"
"749","15031","-1253.3715879191","0.0000788771","0.9879162346","3.8193962187","569.4598611981","365.6298227674","203.8300384307","231.4933874877","304.9633423981","-73.4699549104","-79.6274946109","6.1575397005","148.4530445992","181.2052848074","-24.6949870084","-180.9278176430","156.2328306346","4.4555372836","10.8123000698","133.1852072458","0.0000000000","0.0000000000"
"750","4855","-1253.3766995976","0.0000784749","0.9879947095","3.8224436068","569.4629085863","364.7869818415","204.6759267448","230.6505465618","299.8980908149","-69.2475442531","-75.3455059655","6.0979617125","148.3029922823","178.4606537056","-26.8655551729","-183.2115147112","156.3459595382","4.4253404178","10.3134069459","133.5642449185","0.0000000000","0.0000000000"
"751","17520","-1253.3816557361","0.0000780870","0.9880727965","3.8253982679","569.4658632474","365.6084206538","203.8574425936","231.4719853741","315.3258171318","-83.8538317577","-90.0726476018","6.2188158441","148.1894699258","193.5959633486","-26.4596161426","-180.4405927144","153.9809765717","4.4612552016","10.1958257957","133.5323889285","0.0000000000","0.0000000000"
"752","18136","-1253.3876353600","0.0000776214","0.9881504179","3.8289630921","569.4694280715","366.1745373553","203.2948907162","232.0381020756","318.1089062826","-86.0708042070","-92.2599358154","6.1891316084","148.1637981565","197.1856885899","-27.2405804637","-180.8224285827","153.5818481190","4.4900183708","10.0389613929","133.6348183928","0.0000000000","0.0000000000"
"753","25901","-1253.3908527320","0.0000773721","0.9882277900","3.8308811668","569.4713461463","368.0155469505","201.4557991958","233.8791116707","328.2735479294","-94.3944362586","-100.6754151875","6.2809789289","145.7278873481","208.6758549444","-26.1301943632","-177.1533395738","151.0231452107","4.4109816846","9.8306813228","131.4862243407","0.0000000000","0.0000000000"
"754","2534","-1253.3912148878","0.0000773441","0.9883051341","3.8310970703","569.4715620498","365.8683977931","203.6031642566","231.7319625134","317.2596361233","-85.5276736099","-91.7160366202","6.1883630103","145.4904210022","198.6378322044","-26.8686170833","-181.1298695365","154.2612524532","4.5161047655","10.6109179261","130.3633983107","0.0000000000","0.0000000000"
"755","29370","-1253.3941023203","0.0000771211","0.9883822551","3.8328184476","569.4732834271","364.0555486795","205.4177347476","229.9191133998","298.3458812814","-68.4267678816","-74.4628946561","6.0361267744","147.3471986811","177.5929675198","-26.5942849194","-183.0167386519","156.4224537324","4.3567362710","9.8529302139","133.1375321961","0.0000000000","0.0000000000"
"756","2956","-1253.3970707245","0.0000768925","0.9884591476","3.8345880972","569.4750530767","366.0702760079","203.4047770688","231.9338407281","311.4675458033","-79.5337050752","-85.6418594118","6.1081543365","147.1784479896","190.2447059102","-25.9556080964","-179.6513591104","153.6957510139","4.4939334395","9.8720222274","132.8124923227","0.0000000000","0.0000000000"
"757","21731","-1253.4072108587","0.0000761167","0.9885352643","3.8406332593","569.4810982387","367.4759666862","202.0051315525","233.3395314065","309.3877905084","-76.0482591019","-82.1115214935","6.0632623915","148.7650242966","189.1841806489","-28.5614144371","-178.7048517478","150.1434373107","4.2322465570","9.6702816906","134.8624960490","0.0000000000","0.0000000000"
"758","23227","-1253.4073701691","0.0000761046","0.9886113689","3.8407282340","569.4811932135","367.0379744604","202.4432187531","232.9015391807","309.2849760245","-76.3834368438","-82.4553427704","6.0719059266","148.0531315827","190.1059516563","-28.8741072145","-181.3670061605","152.4928989461","4.3189066777","10.8238266652","132.9103982398","0.0000000000","0.0000000000"
"759","12992","-1253.4102666850","0.0000758845","0.9886872534","3.8424550266","569.4829200060","367.6801810751","201.8027389309","233.5437457954","322.8151141462","-89.2713683508","-95.5074470133","6.2360786625","145.3777188527","206.2689528486","-28.8315575551","-178.8135610338","149.9820034786","4.2423628526","9.9241766913","131.2111793088","0.0000000000","0.0000000000"
"760","10253","-1253.4167041994","0.0000753975","0.9887626509","3.8462928277","569.4867578071","366.9220574267","202.5647003804","232.7856221469","317.0928343781","-84.3072122312","-90.5530669066","6.2458546754","147.3169719197","195.8430035941","-26.0671411357","-177.5299213086","151.4627801729","4.4456777154","10.3368717325","132.5344224718","0.0000000000","0.0000000000"
"761","5541","-1253.4215625699","0.0000750321","0.9888376830","3.8491892032","569.4896541827","364.6558409053","204.8338132774","230.5194056255","313.8807087993","-83.3613031738","-89.5057604274","6.1444572536","147.1885008400","193.6341064955","-26.9418985362","-184.5430670396","157.6011685034","4.6817743990","10.8337118816","131.6730145595","0.0000000000","0.0000000000"
"762","25781","-1253.4360086572","0.0000739560","0.9889116390","3.8578014105","569.4982663900","366.8254315367","202.6728348533","232.6889962570","320.8287180806","-88.1397218237","-94.3884829940","6.2487611703","147.3649523635","200.9080633886","-27.4442976715","-178.2049115251","150.7606138537","4.4422730172","9.7271957320","133.1954836142","0.0000000000","0.0000000000"
"763","3815","-1253.4390002233","0.0000737351","0.9889853741","3.8595848684","569.5000498478","367.4005781364","202.0994717115","233.2641428566","326.4786969966","-93.2147952682","-99.5078008021","6.2930055339","146.8283879749","208.0228640955","-28.3725550739","-179.0467091704","150.6741540966","4.2546851032","9.6232378993","132.9504649723","0.0000000000","0.0000000000"
"764","13074","-1253.4430344882","0.0000734382","0.9890588123","3.8619899435","569.5024549230","367.3362451171","202.1662098059","233.1998098374","319.4206270515","-86.2161014319","-92.6880194381","6.4719180062","146.3317877759","195.9507753805","-22.8619361049","-174.9996291366","152.1376930317","4.5995976520","10.5892938800","131.1428962439","0.0000000000","0.0000000000"
"765","27234","-1253.4492457572","0.0000729835","0.9891317957","3.8656928657","569.5061578451","364.6298543157","204.8763035295","230.4934190359","302.4399819985","-71.9465629625","-77.9529938108","6.0064308483","147.6584513338","182.2160671507","-27.4345364861","-183.8829570646","156.4484205785","4.4955686602","10.7211535585","132.4417291151","0.0000000000","0.0000000000"
"766","27655","-1253.4533291203","0.0000726861","0.9892044818","3.8681272113","569.5085921908","367.4932118901","202.0153803007","233.3567766103","302.6183646087","-69.2615879984","-75.3223134375","6.0607254392","150.1349086426","180.9156455370","-28.4321895710","-179.2528265949","150.8206370239","4.2531875484","9.3783294752","136.5033916191","0.0000000000","0.0000000000"
"767","17679","-1253.4537967282","0.0000726521","0.9892771339","3.8684059814","569.5088709608","367.9947701106","201.5141008503","233.8583348308","318.4581796117","-84.5998447808","-90.7904040789","6.1905592981","149.4795351392","195.9436812612","-26.9650367887","-179.6161822679","152.6511454791","4.4142892851","10.0800627163","134.9851831378","0.0000000000","0.0000000000"
"768","22601","-1253.4713180378","0.0000713902","0.9893485241","3.8788515192","569.5193164986","365.4812519956","204.0380645030","231.3448167159","305.6571269267","-74.3138297280","-80.4367860459","6.1229563179","145.9484398771","185.7615170304","-26.0528299809","-180.8949517858","154.8421218050","4.5030528296","10.6435053532","130.8018816943","0.0000000000","0.0000000000"
"769","15635","-1253.4724083513","0.0000713124","0.9894198365","3.8795015226","569.5199665021","368.1103323836","201.4096341185","233.9738971039","324.9333153309","-90.9594182270","-97.2816996151","6.3222813881","145.1285005373","205.7826263203","-25.9778115266","-176.1190064053","150.1411948786","4.3981916720","10.8705079204","129.8598009448","0.0000000000","0.0000000000"
"770","18977","-1253.4732099079","0.0000712553","0.9894910918","3.8799793801","569.5204443596","367.0191452772","202.5012990824","232.8827099975","319.8608960000","-86.9781860025","-93.1949008505","6.2167148480","146.5464700481","201.6333123936","-28.3188864418","-179.9565071395","151.6376206977","4.2988308774","9.8165204114","132.4311187594","0.0000000000","0.0000000000"
"771","8018","-1253.4762979237","0.0000710356","0.9895621273","3.8818203376","569.5222853171","366.4241592609","203.0981260561","232.2877239812","327.5496939821","-95.2619700009","-101.5416575896","6.2796875888","144.0683466731","209.6050902898","-26.1237429809","-179.6903392801","153.5665962992","4.5521867247","10.3321324201","129.1840275283","0.0000000000","0.0000000000"
"772","13106","-1253.4832130705","0.0000705460","0.9896326734","3.8859428849","569.5264078644","368.7392969130","200.7871109514","234.6028616332","321.6077326573","-87.0048710241","-93.3217616309","6.3168906068","145.5888144565","201.7325106006","-25.7135923997","-176.2136988512","150.5001064514","4.4263674519","9.9801881528","131.1822588517","0.0000000000","0.0000000000"
"773","24753","-1253.4868748356","0.0000702882","0.9897029616","3.8881258898","569.5285908693","365.2776837341","204.2509071352","231.1412484544","302.4688349273","-71.3275864729","-77.4666879041","6.1391014312","147.7654601371","178.3194267162","-23.6160519261","-178.6431866796","155.0271347535","4.5484521653","10.5942668419","132.6227411300","0.0000000000","0.0000000000"
"774","2819","-1253.5008441459","0.0000693131","0.9897722747","3.8964538609","569.5369188404","364.0107962110","205.5261226294","229.8743609312","302.0158483754","-72.1414874442","-78.2118882916","6.0704008475","147.1112599871","180.7441014047","-25.8395130164","-182.5335310265","156.6940180101","4.3888896770","10.1957420501","132.5266282600","0.0000000000","0.0000000000"
"775","2483","-1253.5055470199","0.0000689879","0.9898412627","3.8992575354","569.5397225148","364.6786127933","204.8611097216","230.5421775135","307.2458654183","-76.7042477574","-82.7618721452","6.0576243879","146.3955988534","186.7692375894","-25.9189710244","-181.4623210556","155.5433500312","4.4502947514","10.2766998186","131.6686042834","0.0000000000","0.0000000000"
"776","26890","-1253.5084912643","0.0000687851","0.9899100478","3.9010127818","569.5414777613","364.3081442188","205.2333335425","230.1717089390","299.1748040459","-69.0030951069","-75.0131734235","6.0100783165","148.8097383452","176.2112363705","-25.8461706697","-181.0461238234","155.1999531537","4.3768111423","9.8956108140","134.5373163888","0.0000000000","0.0000000000"
"777","20678","-1253.5097454911","0.0000686989","0.9899787467","3.9017605041","569.5422254836","366.1766585673","203.3655669163","232.0402232876","323.6220055203","-91.5817822328","-97.8738280146","6.2920457818","145.9283176411","205.1977996604","-27.5041117812","-180.8393413866","153.3352296054","4.4828801322","10.1444195006","131.3010180083","0.0000000000","0.0000000000"
"778","7375","-1253.5143191445","0.0000683854","0.9900471321","3.9044871422","569.5449521216","368.4271181622","201.1178339595","234.2906828824","330.1880630211","-95.8973801387","-102.1428232233","6.2454430846","145.6686673729","210.8124865758","-26.2930909276","-176.7895057706","150.4964148431","4.3881523940","9.7644999592","131.5160150197","0.0000000000","0.0000000000"
"779","29119","-1253.5186793711","0.0000680879","0.9901152200","3.9070865433","569.5475515227","364.4378035186","205.1097480041","230.3013682389","292.7207510431","-62.4193828042","-68.3646466811","5.9452638769","147.2009558162","173.2002706948","-27.6804754679","-183.2276261509","155.5471506830","4.3473235887","10.7754932681","132.0781389594","0.0000000000","0.0000000000"
"780","12631","-1253.5204829348","0.0000679652","0.9901831852","3.9081617593","569.5486267387","366.6468528716","202.9017738671","232.5104175919","318.3887698880","-85.8783522961","-92.1111495405","6.2327972444","147.4239562178","197.3311020719","-26.3662884017","-179.9398679272","153.5735795254","4.5003457439","10.2976113688","132.6259991051","0.0000000000","0.0000000000"
"781","20683","-1253.5213809574","0.0000679042","0.9902510894","3.9086971262","569.5491621056","366.2748925539","203.2742695517","232.1384572742","319.1003897496","-86.9619324754","-93.1963080873","6.2343756119","147.3946102225","199.1778571477","-27.4720776206","-181.6695775951","154.1974999745","4.4452045689","10.4555821117","132.4938235420","0.0000000000","0.0000000000"
"782","6000","-1253.5279298361","0.0000674609","0.9903185503","3.9126013184","569.5530662978","366.6015304958","202.9515358020","232.4650952160","312.1041163995","-79.6390211835","-85.7748765166","6.1358553331","147.4006805220","189.8049201628","-25.1014842853","-178.5722232907","153.4707390054","4.4573033559","10.3553730302","132.5880041358","0.0000000000","0.0000000000"
"783","29495","-1253.5464142894","0.0000662254","0.9903847758","3.9236210458","569.5640860253","362.8238015630","206.7402844623","228.6873662833","291.6597052363","-62.9742840292","-68.9120844911","5.9378004619","149.8843197559","168.4960381562","-26.7206526759","-184.7478055862","158.0271529103","4.5272915313","10.6938392841","134.6631889405","0.0000000000","0.0000000000"
"784","8010","-1253.5474023807","0.0000661600","0.9904509358","3.9242101082","569.5646750877","366.8919579764","202.6727171112","232.7555226967","324.0511226088","-91.2992737486","-97.5635811199","6.2643073713","145.0582999802","204.8498726656","-25.8570500369","-179.2408729401","153.3838229033","4.5617977843","10.1136471035","130.3828550924","0.0000000000","0.0000000000"
"785","10423","-1253.5523231997","0.0000658353","0.9905167710","3.9271437132","569.5676086927","364.7539685029","204.8136401897","230.6175332232","310.1976698166","-79.5801365934","-85.5969192933","6.0167826999","148.1235936962","188.8628515754","-26.7887754550","-181.8874228648","155.0986474097","4.5209784120","9.9734625209","133.6291527633","0.0000000000","0.0000000000"
"786","15246","-1253.5568200502","0.0000655399","0.9905823109","3.9298245643","569.5702895438","368.4301237044","201.1401658394","234.2936884247","320.3791962568","-86.0855078322","-92.3594773232","6.2739694910","145.9598830943","200.5361468764","-26.1168337139","-177.5925753997","151.4757416858","4.4624560337","10.1239664715","131.3734605891","0.0000000000","0.0000000000"
"787","16425","-1253.5572372130","0.0000655125","0.9906478235","3.9300732609","569.5705382403","367.0367282081","202.5338100322","232.9002929283","325.9773298273","-93.0770368990","-99.2748596726","6.1978227737","145.3741704910","209.1119247590","-28.5087654227","-179.6982042946","151.1894388719","4.3210222213","9.6350571686","131.4180911011","0.0000000000","0.0000000000"
"788","29939","-1253.5607336855","0.0000652839","0.9907131073","3.9321577247","569.5726227042","366.7706315024","202.8019912018","232.6341962227","302.1210525271","-69.4868563044","-75.5148053968","6.0279490923","148.9343807154","179.5064328452","-26.3197610334","-177.5929530197","151.2731919863","4.2673096667","9.3813161465","135.2857549022","0.0000000000","0.0000000000"
"789","4794","-1253.5624030255","0.0000651750","0.9907782823","3.9331529217","569.5736179011","368.1133629817","201.4602549195","233.9769277019","318.1501276159","-84.1731999139","-90.4890499830","6.3158500690","146.4626594918","197.2121245158","-25.5246563917","-177.0016445319","151.4769881402","4.5263067859","11.3961418537","130.5402108522","0.0000000000","0.0000000000"
"790","29773","-1253.5692392591","0.0000647310","0.9908430133","3.9372284239","569.5776934034","363.5261228822","206.0515705212","229.3896876025","294.8682915747","-65.4786039722","-71.4687747469","5.9901707747","148.7389705076","172.4218961386","-26.2925750716","-184.2902373646","157.9976622930","4.5262776867","10.6691081570","133.5435846640","0.0000000000","0.0000000000"
"791","25880","-1253.5724045870","0.0000645264","0.9909075396","3.9391154719","569.5795804514","367.3122171576","202.2673632938","233.1757818779","321.4821936486","-88.3064117708","-94.5484105630","6.2419987922","146.0301917490","203.1614095912","-27.7094076916","-177.7708234880","150.0614157964","4.3138238585","10.7239691203","130.9923987703","0.0000000000","0.0000000000"
"792","3480","-1253.5732141654","0.0000644742","0.9909720138","3.9395981118","569.5800630912","368.1366918108","201.4433712804","234.0002565311","329.4701771332","-95.4699206021","-101.7722652652","6.3023446631","145.4851393061","209.7170814691","-25.7320436421","-177.2024189635","151.4703753214","4.4446370293","9.8964964817","131.1440057951","0.0000000000","0.0000000000"
"793","24128","-1253.5826024902","0.0000638717","0.9910358855","3.9451950736","569.5856600531","364.7767149959","204.8089450572","230.6402797162","301.8630709249","-71.2227912088","-77.3164047579","6.0936135491","148.6747692748","178.1309478809","-24.9426462308","-181.7034063893","156.7607601585","4.6925458423","10.7918182301","133.1904052024","0.0000000000","0.0000000000"
"794","21903","-1253.5846632305","0.0000637402","0.9910996257","3.9464236085","569.5868885880","365.6782401386","203.9086484494","231.5418048588","306.7594931571","-75.2174939893","-81.3084171848","6.0909231955","147.5581578074","183.0497336871","-23.8483983374","-179.7471809675","155.8987826301","4.5691790384","10.5424371251","132.4465416439","0.0000000000","0.0000000000"
"795","28497","-1253.5867381462","0.0000636081","0.9911632338","3.9476605943","569.5881255737","365.2750008846","204.3131246892","231.1385656048","297.0686112209","-65.9294559300","-71.8812274222","5.9517714923","148.4492600298","175.7347636531","-27.1154124620","-180.9765882848","153.8611758228","4.3227418316","9.9012055784","134.2253126197","0.0000000000","0.0000000000"
"796","17500","-1253.5939985523","0.0000631479","0.9912263817","3.9519889720","569.5924539515","368.2130404121","201.3794135394","234.0766051323","314.6520405192","-80.5754353869","-86.7997394164","6.2243040296","147.3716431119","193.1757931037","-25.8953956964","-176.9847266206","151.0893309242","4.4388922372","10.4269365622","132.5058143125","0.0000000000","0.0000000000"
"797","18097","-1253.5997157592","0.0000627879","0.9912891697","3.9553973532","569.5958623326","370.1075985160","199.4882638167","235.9711632362","327.7425305736","-91.7713673373","-98.0237745124","6.2524071751","146.2057815737","209.7736817592","-28.2369327594","-175.7842888584","147.5473560990","4.2688739189","10.1447829892","131.7921246656","0.0000000000","0.0000000000"
"798","13044","-1253.6002814409","0.0000627524","0.9913519221","3.9557345910","569.5961995705","369.8113580403","199.7848415302","235.6749227605","324.8694903199","-89.1945675594","-95.5469120617","6.3523445023","145.0592986726","205.5027940812","-25.6926024339","-173.9864279433","148.2938255094","4.3369911828","9.8796577101","130.8426497797","0.0000000000","0.0000000000"
"799","28507","-1253.6058079558","0.0000624066","0.9914143287","3.9590292889","569.5994942684","364.5940506604","205.0054436080","230.4576153807","297.7717783000","-67.3141432761","-73.3677942980","6.0536510219","147.5280745096","176.9830419503","-26.7393381598","-181.9359108400","155.1965726802","4.3582992687","11.1408479435","132.0289272975","0.0000000000","0.0000000000"
"800","29479","-1253.6087812139","0.0000622213","0.9914765500","3.9608018322","569.6012668117","362.3899518873","207.2113149243","228.2535166076","292.9364074788","-64.6828908712","-70.6557982614","5.9729073903","149.4618376478","169.8046186185","-26.3300487875","-185.5988396712","159.2687908838","4.5833013140","10.8461196612","134.0324166725","0.0000000000","0.0000000000"
"801","8898","-1253.6109752111","0.0000620849","0.9915386349","3.9621098098","569.6025747892","366.5766728444","203.0259019449","232.4402375646","316.1693354709","-83.7290979063","-89.9219737910","6.1928758847","148.1021855114","195.8721992319","-27.8050492724","-180.3403474658","152.5352981934","4.3737527969","9.9052718143","133.8231609002","0.0000000000","0.0000000000"
"802","20527","-1253.6149337563","0.0000618397","0.9916004746","3.9644697438","569.6049347232","367.6354723606","201.9694623626","233.4990370809","323.9999586186","-90.5029533496","-96.8512886066","6.3483352571","145.8971091261","203.4291776678","-25.3263281753","-177.5215837965","152.1952556212","4.4959353912","10.8517940375","130.5493796975","0.0000000000","0.0000000000"
"803","22877","-1253.6181605711","0.0000616404","0.9916621150","3.9663934479","569.6068584274","365.8711748994","203.7356835280","231.7347396196","316.4531117890","-84.7183721694","-90.8290347891","6.1106626197","146.4636667869","197.8135248079","-27.8240798058","-181.2173001899","153.3932203841","4.2477906839","9.7814213815","132.4344547215","0.0000000000","0.0000000000"
"804","7342","-1253.6348395746","0.0000606209","0.9917227359","3.9763368349","569.6168018144","367.9493641656","201.6674376488","233.8129288858","314.5122728227","-80.6993439368","-86.9794295751","6.2800856383","147.2179712567","192.8982373849","-25.6039358190","-177.3502431661","151.7463073471","4.4771878769","10.5032989711","132.2374844086","0.0000000000","0.0000000000"
"805","25910","-1253.6359886066","0.0000605513","0.9917832872","3.9770218441","569.6174868235","367.3160509724","202.3014358512","233.1796156926","319.4755041217","-86.2958884291","-92.7355016405","6.4396132114","147.2798036454","195.3768097090","-23.1811092327","-174.8526756239","151.6715663912","4.5878119319","10.4689981073","132.2229936062","0.0000000000","0.0000000000"
"806","30745","-1253.6372707652","0.0000604737","0.9918437608","3.9777862182","569.6182511976","363.4603533471","206.1578978506","229.3239180673","301.6354620904","-72.3115440231","-78.3348760729","6.0233320498","146.3483185903","181.4745271939","-26.1873836938","-183.1600244668","156.9726407731","4.3900588218","9.7957098837","132.1625498848","0.0000000000","0.0000000000"
"807","9857","-1253.6391964344","0.0000603573","0.9919041181","3.9789342289","569.6193992083","367.0111179023","202.6082813061","232.8746826225","317.9745517113","-85.0998690887","-91.3304323450","6.2305632563","148.8147900802","195.2308983941","-26.0711367630","-177.3661932898","151.2950565268","4.4232497260","10.2927064304","134.0988339238","0.0000000000","0.0000000000"
"808","2383","-1253.6393981781","0.0000603451","0.9919644633","3.9790545008","569.6195194802","368.1960198681","201.4234996121","234.0595845884","322.9645347892","-88.9049502008","-95.2699414591","6.3649912583","146.3839861245","201.2378235829","-24.6572749182","-175.2413249820","150.5840500638","4.4257612724","10.3021614793","131.6560633728","0.0000000000","0.0000000000"
"809","13810","-1253.6400275484","0.0000603072","0.9920247705","3.9794297074","569.6198946868","367.6049480726","202.0149466143","233.4685127928","318.4918287864","-85.0233159936","-91.4260243410","6.4027083474","148.3157082440","194.6422027949","-24.4660822525","-174.1659952596","149.6999130071","4.4630811899","9.8003932002","134.0522338539","0.0000000000","0.0000000000"
"810","9835","-1253.6401988300","0.0000602969","0.9920850673","3.9795318190","569.6199967984","367.8154626443","201.8045341541","233.6790273646","318.4825634794","-84.8035361148","-91.3200697044","6.5165335896","147.8324150538","192.7605042226","-22.1103557970","-171.8218467057","149.7114909087","4.5818863164","10.1520999292","133.0984288081","0.0000000000","0.0000000000"
"811","10445","-1253.6411195112","0.0000602414","0.9921453087","3.9800806940","569.6205456735","367.5203395523","202.1002061212","233.3839042725","319.7682805894","-86.3843763169","-92.6127545812","6.2283782644","145.0687312894","203.6652173659","-28.9656680659","-179.1614672148","150.1957991489","4.2801730381","10.6278148394","130.1607434119","0.0000000000","0.0000000000"
"812","2873","-1253.6435469474","0.0000600953","0.9922054040","3.9815278391","569.6219928186","367.3746046478","202.2473881707","233.2381693681","318.7978059924","-85.5596366243","-92.0107069044","6.4510702800","146.2661812430","195.7602152035","-23.2285904540","-175.6598341869","152.4312437329","4.6216772629","10.6296516725","131.0148523075","0.0000000000","0.0000000000"
"813","11108","-1253.6535477697","0.0000594973","0.9922649013","3.9874899487","569.6279549282","366.9557406681","202.6722142601","232.8193053883","313.0528242122","-80.2396292650","-86.3532227467","6.1135934817","148.8417886537","190.4760331089","-26.2649975504","-177.7733672265","151.5083696761","4.3157710730","9.3716622862","135.1543552945","0.0000000000","0.0000000000"
"814","22629","-1253.6557002922","0.0000593694","0.9923242707","3.9887732006","569.6292381801","367.6973324173","201.9319057628","233.5608971376","320.1577991740","-86.5969020363","-92.8098383775","6.2129363411","146.5482863854","199.7519416724","-26.1424288838","-178.1522236214","152.0097947376","4.4727130554","10.7565663188","131.3190070112","0.0000000000","0.0000000000"
"815","24105","-1253.6737086531","0.0000583098","0.9923825805","3.9995091000","569.6399740794","363.5663255659","206.0736485135","229.4298902862","292.3293442295","-62.8994539434","-68.9143652742","6.0149113308","149.9592589687","167.7252055333","-25.3551202724","-184.0790519504","158.7239316780","4.5062135259","10.5124459876","134.9405994552","0.0000000000","0.0000000000"
"816","29860","-1253.6738778247","0.0000582999","0.9924408804","3.9996099536","569.6400749331","366.8112421374","202.8288327956","232.6748068577","308.1347472008","-75.4599403431","-81.8057033896","6.3457630465","146.6218932778","183.7773527554","-22.2644988325","-174.8338968951","152.5693980626","4.5962258505","11.0928136007","130.9328538267","0.0000000000","0.0000000000"
"817","19955","-1253.6751938325","0.0000582233","0.9924991037","4.0003945074","569.6408594868","366.9955467415","202.6453127453","232.8591114618","323.2147922796","-90.3556808178","-96.5639824025","6.2083015847","145.6164997794","206.2643962292","-28.6661037290","-179.5447307349","150.8786270058","4.2842032049","10.3047055563","131.0275910182","0.0000000000","0.0000000000"
"818","10176","-1253.6757395702","0.0000581915","0.9925572952","4.0007198554","569.6411848349","367.2713795250","202.3698053098","233.1349442453","318.0280618664","-84.8931176211","-91.2016107705","6.3084931494","148.0218759934","194.3853804038","-24.3791945307","-175.4945957436","151.1154012129","4.4811479070","10.4093117817","133.1314163047","0.0000000000","0.0000000000"
