" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","268.5041409144"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"262","3594","-1147.3240995258","0.0010898217","0.7582724656","1.6372449100","523.9190066703","365.3018372752","158.6171693951","254.4157174440","291.4723260916","-37.0566086476","-42.9174292094","5.8608205618","133.6529944185","167.9855818572","-10.1662501842","-144.7034756711","134.5372254869","4.9229509275","14.9510714233","113.7789720678","0.0000000000","0.0000000000"
"263","4644","-1147.3249300231","0.0010889170","0.7593613826","1.6377400209","523.9195017811","365.1498059648","158.7696958164","254.2636861335","295.8530658930","-41.5893797595","-47.4820253614","5.8926456019","132.2796666497","173.2122081273","-9.6388088840","-144.5706970608","134.9318881768","5.0143010032","15.1103597198","112.1550059268","0.0000000000","0.0000000000"
"264","4270","-1147.3295997188","0.0010838440","0.7604452266","1.6405239157","523.9222856760","365.2614829138","158.6608027622","254.3753630825","293.7912119684","-39.4158488858","-45.2816812058","5.8658323199","133.1310294737","170.6305405319","-9.9703580372","-144.5482681810","134.5779101438","4.9779067467","15.3839109642","112.7692117628","0.0000000000","0.0000000000"
"265","8497","-1147.3317293672","0.0010815382","0.7615267648","1.6417935311","523.9235552913","366.4780187749","157.4455365164","255.5918989437","289.7039291843","-34.1120302406","-40.2262926437","6.1142624031","139.4445825674","157.4542892485","-7.1949426316","-137.6964952449","130.5015526133","4.6684236248","12.1300898533","122.6460690893","0.0000000000","0.0000000000"
"266","7882","-1147.3329799949","0.0010801865","0.7626069513","1.6425391077","523.9243008679","365.3921238364","158.5321770315","254.5060040052","291.7129322293","-37.2069282241","-43.0521731399","5.8452449158","133.0696471231","169.0291410178","-10.3858559116","-144.1586417035","133.7727857919","4.9465301617","15.0022243693","113.1208925921","0.0000000000","0.0000000000"
"267","6229","-1147.3332283898","0.0010799182","0.7636868694","1.6426871913","523.9244489515","365.3307942491","158.5936547024","254.4446744179","292.4914251000","-38.0467506821","-43.8648756104","5.8181249284","132.9690408329","169.6084726337","-10.0860883667","-143.8802606852","133.7941723185","4.9374480838","15.0244065610","113.0071861882","0.0000000000","0.0000000000"
"268","8911","-1147.3337585754","0.0010793458","0.7647662152","1.6430032677","523.9247650280","365.6256144283","158.2991505997","254.7394945971","297.2689820407","-42.5294874436","-48.4215138382","5.8920263946","132.8527834708","173.9509656654","-9.5347670955","-143.2411416120","133.7063745165","4.9782013410","15.3898799283","112.4847022015","0.0000000000","0.0000000000"
"269","4691","-1147.3337613216","0.0010793428","0.7658455580","1.6430049049","523.9247666652","365.5891692810","158.3355973842","254.7030494497","293.5672663585","-38.8642169088","-44.7318360455","5.8676191367","133.8330647753","169.8582524966","-10.1240509133","-144.6170230815","134.4929721682","5.0024026007","15.5294922938","113.3011698808","0.0000000000","0.0000000000"
"270","7356","-1147.3368730788","0.0010759894","0.7669215474","1.6448600161","523.9266217763","365.4399158063","158.4867059700","254.5537959751","292.3230266591","-37.7692306841","-43.6459352839","5.8767045998","134.0200056213","168.2966711236","-9.9936500858","-142.9332637113","132.9396136255","4.8626037796","14.9819685667","114.1754332750","0.0000000000","0.0000000000"
"271","8532","-1147.3395201155","0.0010731450","0.7679946923","1.6464380786","523.9281998389","365.7260760483","158.2021237906","254.8399562170","292.9291870878","-38.0892308708","-43.9788495304","5.8896186596","133.4224981634","169.3386512584","-9.8319623340","-144.1742076179","134.3422452839","4.9724657281","14.8753379923","113.5746944430","0.0000000000","0.0000000000"
"272","8959","-1147.3508943705","0.0010610079","0.7690557002","1.6532189765","523.9349807367","365.4007149832","158.5342657536","254.5145951519","294.4499255401","-39.9353303882","-45.7446267658","5.8092963776","133.9060420301","170.9450097697","-10.4011262597","-143.4026072655","133.0014810058","4.8968628115","14.9073117473","114.1018674714","0.0000000000","0.0000000000"
"273","7310","-1147.3520190728","0.0010598152","0.7701155155","1.6538894812","523.9356512415","364.9640095290","158.9716417125","254.0778896978","289.7003559479","-35.6231910447","-41.4377495833","5.8145585386","133.7102020796","166.3096538345","-10.3194999662","-144.4193132112","134.0998132451","4.8940633276","15.0018061677","113.8143325843","0.0000000000","0.0000000000"
"274","8894","-1147.3565560298","0.0010550178","0.7711705333","1.6565942423","523.9383560025","365.7297286870","158.2086273155","254.8436088557","294.9780749099","-40.1344660542","-46.0119020462","5.8774359920","132.7245975692","171.6638716663","-9.4103943255","-143.2447717196","133.8343773941","5.0028824143","15.2537042267","112.4680109282","0.0000000000","0.0000000000"
"275","10995","-1147.3579290225","0.0010535703","0.7722241035","1.6574127682","523.9391745285","365.2744791192","158.6646954093","254.3883592879","294.6774630663","-40.2891037784","-46.1456336076","5.8565298292","133.2327475402","171.4195323578","-9.9748168316","-144.6453984000","134.6705815683","5.0403159139","15.2933164103","112.8991152161","0.0000000000","0.0000000000"
"276","5918","-1147.3653572930","0.0010457730","0.7732698766","1.6618412203","523.9436029806","365.3378490151","158.6057539655","254.4517291838","300.2535212877","-45.8017921038","-51.6995691971","5.8977770933","132.0428991562","177.3767892721","-9.1661671406","-144.4288367468","135.2626696062","5.1170264759","15.1870664189","111.7388062615","0.0000000000","0.0000000000"
"277","12382","-1147.3666550255","0.0010444168","0.7743142934","1.6626148791","523.9443766393","365.0627586738","158.8816179655","254.1766388426","290.9471914030","-36.7705525604","-42.6159987036","5.8454461432","133.6308890761","167.5755791654","-10.2592768385","-144.6361152031","134.3768383646","4.9597605107","15.0194505606","113.6516780048","0.0000000000","0.0000000000"
"278","11398","-1147.3697739197","0.0010411644","0.7753554578","1.6644742450","523.9462360053","365.7868427918","158.1593932135","254.9007229605","294.2141892697","-39.3134663091","-45.1732933824","5.8598270733","133.2534329221","171.2350766759","-10.2743203284","-143.3633222287","133.0890019003","4.8882447876","15.4801810452","112.8850070893","0.0000000000","0.0000000000"
"279","1546","-1147.3766261863","0.0010340545","0.7763895123","1.6685593056","523.9503210658","364.9199753240","159.0303457418","254.0338554928","291.7243075675","-37.6903466656","-43.4548373485","5.7644906829","134.6291139645","168.8355729579","-11.7403793548","-148.7977233426","137.0573439877","4.9824474857","17.5673313313","112.0793351475","0.0000000000","0.0000000000"
"280","12289","-1147.3778485338","0.0010327913","0.7774223036","1.6692880226","523.9510497829","365.6134496494","158.3376001335","254.7273298182","293.4280885730","-38.7007587548","-44.5820296733","5.8812709185","132.7587952267","170.6230221048","-9.9537287585","-143.2162194947","133.2624907362","4.9856377077","14.8270851899","112.9460723291","0.0000000000","0.0000000000"
"281","2919","-1147.3822509947","0.0010282545","0.7784505581","1.6719126022","523.9536743625","365.1343741878","158.8193001747","254.2482543566","292.4202145410","-38.1719601845","-44.0632813292","5.8913211447","132.5175704273","169.5372760549","-9.6346319411","-144.0095701554","134.3749382143","4.9729490263","15.1156235714","112.4289978296","0.0000000000","0.0000000000"
"282","8884","-1147.3970184261","0.0010131814","0.7794637394","1.6807163827","523.9624781430","365.7058652127","158.2566129303","254.8197453814","295.2773585795","-40.4576131981","-46.3395912430","5.8819780449","132.9778464212","171.9758882839","-9.6763761255","-143.8386631476","134.1622870221","4.9963031531","14.9206376115","113.0609056565","0.0000000000","0.0000000000"
"283","10985","-1147.3991239563","0.0010110503","0.7804747897","1.6819716197","523.9637333799","364.4880168403","159.4757165397","253.6018970090","291.2726181054","-37.6707210964","-43.5269073207","5.8561862243","134.1694887203","166.5067139897","-9.4035846046","-143.9448667495","134.5412821450","5.0722980600","14.7388852314","114.3583054289","0.0000000000","0.0000000000"
"284","6956","-1147.4007077421","0.0010094503","0.7814842400","1.6829158125","523.9646775727","364.8755921934","159.0890853793","253.9894723622","289.8881085430","-35.8986361808","-41.7537446125","5.8551084318","133.1482685215","166.6345201636","-9.8946801421","-144.4869164388","134.5922362967","4.9258133766","14.8545105036","113.3679446414","0.0000000000","0.0000000000"
"285","5570","-1147.4051725109","0.0010049534","0.7824891934","1.6855775377","523.9673392979","365.1461791319","158.8211601660","254.2600593007","292.1088412623","-37.8487819616","-43.7296669776","5.8808850160","132.4922392725","169.2441646636","-9.6275626738","-143.9839746193","134.3564119455","4.9741112562","15.0918043016","112.4263237148","0.0000000000","0.0000000000"
"286","11081","-1147.4072624525","0.0010028553","0.7834920487","1.6868234813","523.9685852416","364.9976504028","158.9709348388","254.1115305716","289.6179795210","-35.5064489494","-41.3199125402","5.8134635907","133.7050587727","166.2339324580","-10.3210117097","-144.4236466543","134.1026349446","4.8942050211","15.0032706131","113.8075831384","0.0000000000","0.0000000000"
"287","9638","-1147.4264399424","0.0009838063","0.7844758550","1.6982563708","523.9800181310","365.3824245421","158.5975935889","254.4963047109","291.9157854937","-37.4194807828","-43.2943449609","5.8748641781","133.3936183999","168.4818570274","-9.9596899336","-144.1143216000","134.1546316664","4.9157758223","15.0251905258","113.4526520518","0.0000000000","0.0000000000"
"288","9452","-1147.4297718703","0.0009805338","0.7854563887","1.7002427394","523.9820044996","364.8855748282","159.0964296714","253.9994549970","291.8818251655","-37.8823701685","-43.7708196032","5.8884494347","132.8411497584","168.7155892467","-9.6749138397","-144.6231099717","134.9481961320","5.0081914166","14.9684345415","112.8645238003","0.0000000000","0.0000000000"
"289","11074","-1147.4402365884","0.0009703262","0.7864267150","1.7064814060","523.9882431662","366.8421289543","157.1461142119","255.9560091230","293.9025293317","-37.9465202087","-43.9034761364","5.9569559277","136.8354744879","169.0080966109","-11.9410417671","-141.9162446677","129.9752029006","4.7763581970","15.4087614128","116.6503548781","0.0000000000","0.0000000000"
"290","6198","-1147.4436313311","0.0009670378","0.7873937528","1.7085052223","523.9902669826","365.2982302229","158.6920367597","254.4121103917","299.4486765865","-45.0365661948","-50.9259860537","5.8894198589","132.0882401473","176.6478764644","-9.2874400252","-144.3716812520","135.0842412268","5.0938151318","15.3008558629","111.6935691526","0.0000000000","0.0000000000"
"291","7198","-1147.4439395149","0.0009667398","0.7883604926","1.7086889498","523.9904507101","365.2870331229","158.7034175871","254.4009132917","292.1985817773","-37.7976684857","-43.6211958124","5.8235273267","133.0657257201","169.1984909144","-10.0656348572","-143.9605321098","133.8948972526","4.9414109888","15.2676531150","112.8566616163","0.0000000000","0.0000000000"
"292","7205","-1147.4530010138","0.0009580193","0.7893185119","1.7140910705","523.9958528307","365.2580863009","158.7377665298","254.3719664697","291.3036978981","-36.9317314284","-42.7946399175","5.8629084890","134.0111127704","167.2367356559","-9.9441505282","-142.6629805751","132.7188300469","4.8872935840","14.6727263684","114.4510928180","0.0000000000","0.0000000000"
"293","10410","-1147.4536492262","0.0009573985","0.7902759104","1.7144775100","523.9962392703","365.7075922560","158.2886470143","254.8214724247","293.6756757049","-38.8542032802","-44.7231401346","5.8689368545","133.3182814502","170.3129359178","-9.9555416631","-143.7022357195","133.7466940564","4.9382644473","14.6272638296","113.7527531733","0.0000000000","0.0000000000"
"294","12360","-1147.4541185187","0.0009569493","0.7912328598","1.7147572844","523.9965190446","365.2892387833","158.7072802614","254.4031189520","296.1605862724","-41.7574673204","-47.6325149320","5.8750476116","132.0153538340","173.6619918412","-9.5167594028","-144.1669502075","134.6501908047","5.0021187419","15.2188312491","111.7944038431","0.0000000000","0.0000000000"
"295","11301","-1147.4558006258","0.0009553410","0.7921882007","1.7157600926","523.9975218528","365.7133268504","158.2841950025","254.8272070191","292.9360597444","-38.1088527253","-43.9691334882","5.8602807629","132.9166570854","169.9949198942","-9.9755172351","-143.9067722868","133.9312550516","4.9381559008","15.0635530407","112.9149481439","0.0000000000","0.0000000000"
"296","8691","-1147.4590548365","0.0009522371","0.7931404379","1.7177001291","523.9994618894","365.7110734407","158.2883884487","254.8249536095","294.9640471693","-40.1390935598","-46.0186632853","5.8795697254","133.8117136147","171.0175118511","-9.8651782965","-143.5003539272","133.6351756307","4.9864799964","15.4289888838","113.3962447344","0.0000000000","0.0000000000"
"297","1397","-1147.4638179362","0.0009477123","0.7940881502","1.7205397079","524.0023014681","365.1696486998","158.8326527683","254.2835288685","294.5160014694","-40.2324726009","-46.1246599725","5.8921873716","132.2055606007","171.7134010669","-9.4029601982","-144.1271435681","134.7241833700","5.0568368735","15.2141187809","111.9346049463","0.0000000000","0.0000000000"
"298","5898","-1147.4645321252","0.0009470357","0.7950351859","1.7209654802","524.0027272404","365.2555974150","158.7471298254","254.3694775837","292.7306705801","-38.3611929964","-44.2359134682","5.8747204719","132.4436683761","169.8087952821","-9.5217930781","-144.0321112756","134.5103181975","4.9958401271","15.0101813325","112.4376469165","0.0000000000","0.0000000000"
"299","5973","-1147.4649955351","0.0009465970","0.7959817829","1.7212417475","524.0030035078","365.2941453756","158.7088581322","254.4080255443","292.9972987072","-38.5892731629","-44.4794732496","5.8902000867","133.3046853474","169.3663452471","-9.6737318874","-143.2690510671","133.5953191798","4.9874343744","15.1663858532","113.1508651198","0.0000000000","0.0000000000"
"300","7309","-1147.4666764140","0.0009450072","0.7969267901","1.7222438235","524.0040055838","366.2151692625","157.7888363213","255.3290494313","291.1767384432","-35.8476890120","-41.9314408375","6.0837518256","138.9992198018","159.0239095036","-6.8463908622","-138.6034511335","131.7570602713","4.7538242890","12.4295357788","121.8158597341","0.0000000000","0.0000000000"
"301","7245","-1147.4672022069","0.0009445104","0.7978713005","1.7225572813","524.0043190415","365.3674752868","158.6368437547","254.4813554556","298.4486332127","-43.9672777571","-49.8840417984","5.9167640413","131.9188459713","175.7966723759","-9.2668851345","-144.3770017120","135.1101165775","5.0950703794","15.3125592888","111.5112163030","0.0000000000","0.0000000000"
"302","12335","-1147.4726355639","0.0009393925","0.7988106930","1.7257964419","524.0075582021","365.5742554421","158.4333027600","254.6881356109","296.0306626315","-41.3425270207","-47.2120394622","5.8695124415","132.7410594805","172.9892352491","-9.6996320980","-143.4038652993","133.7042332013","5.0482110573","14.8974252377","112.7954231855","0.0000000000","0.0000000000"
"303","1951","-1147.4732158329","0.0009388475","0.7997495405","1.7261423762","524.0079041364","365.2515782900","158.7563258464","254.3654584587","292.8290250455","-38.4635665867","-44.3543715840","5.8908049973","132.4588962765","169.8834369946","-9.5133082257","-144.0534292298","134.5401210042","4.9957301226","15.0021745845","112.4609915694","0.0000000000","0.0000000000"
